Date,Year,Month,MonthName,Quarter,Season,YearMonth,DayOfYear,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainToday_Flag,RainTomorrow_Flag,WindGust_Placeholder,Cloud_Placeholder,Temp3pm_BelowMin,IsRainDay,MeanTemp,TempRange,TempChange_9to3,HumidityDrop_9to3,PressureChange_9to3,AvgWindSpeed,RainCategory,HeatCategory,GustCategory,MaxTemp_Z,MinTemp_Z,Humidity3pm_Z,WindGustSpeed_Z,Pressure9am_Z,AnomalyType,IsAnomaly
2008-04-17,2008,4,Apr,2,Autumn,2008-04,108,14.9,19.7,4.6,1.4,0.8,,,SSW,S,17,13,91,72,1025.1,1023.4,7.0,7.0,16.4,19.4,Yes,Yes,1,1,1,0,0,1,17.3,4.8,3.0,19,-1.7,15.0,Light (1-10),Mild (<20),,-1.36,-0.2,0.94,,0.81,,0
2008-04-18,2008,4,Apr,2,Autumn,2008-04,109,15.3,20.0,6.4,3.2,0.3,,,W,SSE,4,15,94,75,1025.4,1023.7,8.0,7.0,16.4,19.6,Yes,Yes,1,1,1,0,0,1,17.65,4.7,3.2,19,-1.7,9.5,Light (1-10),Warm (20-30),,-1.25,-0.03,1.13,,0.86,,0
2008-04-19,2008,4,Apr,2,Autumn,2008-04,110,15.9,21.4,5.0,4.8,5.0,,,SE,SE,22,24,51,61,1027.2,1026.1,6.0,7.0,19.3,19.5,Yes,Yes,1,1,1,0,0,1,18.65,5.5,0.2,-10,-1.1,23.0,Light (1-10),Warm (20-30),,-0.75,0.24,0.22,,1.18,,0
2008-04-20,2008,4,Apr,2,Autumn,2008-04,111,15.2,19.1,2.8,4.0,1.3,,,ESE,S,15,6,79,75,1026.6,1023.7,7.0,6.0,17.3,18.4,Yes,Yes,1,1,1,0,0,1,17.15,3.9,1.1,4,-2.9,10.5,Light (1-10),Mild (<20),,-1.58,-0.07,1.13,,1.08,,0
2008-04-21,2008,4,Apr,2,Autumn,2008-04,112,14.7,19.3,21.8,7.5,4.6,,,SSW,S,9,19,91,70,1023.2,1021.4,8.0,7.0,16.6,19.0,Yes,Yes,1,1,1,0,0,1,17.0,4.6,2.4,21,-1.8,14.0,Moderate (10-25),Mild (<20),,-1.5,-0.29,0.81,,0.47,,0
2008-04-22,2008,4,Apr,2,Autumn,2008-04,113,14.4,20.3,10.2,3.6,2.0,,,SSE,SE,9,20,90,55,1023.6,1022.3,7.0,5.0,16.1,20.1,Yes,Yes,1,1,1,0,0,1,17.35,5.9,4.0,35,-1.3,14.5,Moderate (10-25),Warm (20-30),,-1.14,-0.42,-0.17,,0.54,,0
2008-04-23,2008,4,Apr,2,Autumn,2008-04,114,14.7,17.9,12.6,4.0,0.7,,,SW,SSE,6,22,90,89,1024.0,1022.1,7.0,7.0,16.2,17.2,Yes,Yes,1,1,1,0,0,1,16.3,3.2,1.0,1,-1.9,14.0,Moderate (10-25),Mild (<20),,-2.01,-0.29,2.04,,0.61,,0
2008-04-24,2008,4,Apr,2,Autumn,2008-04,115,14.7,20.0,15.6,1.6,2.5,,,S,S,19,20,93,80,1021.3,1018.6,7.0,7.0,16.8,19.3,Yes,Yes,1,1,1,0,0,1,17.35,5.3,2.5,13,-2.7,19.5,Moderate (10-25),Warm (20-30),,-1.25,-0.29,1.46,,0.13,,0
2008-04-26,2008,4,Apr,2,Autumn,2008-04,117,12.7,24.8,0.4,2.6,10.2,,,W,E,15,6,81,38,1011.2,1007.0,2.0,7.0,15.6,24.6,No,No,0,0,1,0,0,0,18.75,12.1,9.0,43,-4.2,10.5,Dry (<=1 mm),Warm (20-30),,0.47,-1.16,-1.27,,-1.66,,0
2008-04-27,2008,4,Apr,2,Autumn,2008-04,118,15.6,26.1,0.0,5.2,7.6,,,NNW,N,20,22,51,28,1005.2,999.1,6.0,2.0,20.3,25.7,No,No,0,0,1,0,0,0,20.85,10.5,5.4,23,-6.1,21.0,Dry (<=1 mm),Warm (20-30),,0.94,0.11,-1.92,,-2.73,,0
2008-04-28,2008,4,Apr,2,Autumn,2008-04,119,11.9,16.8,0.0,7.6,8.5,,,W,WSW,20,24,46,33,1007.4,1008.6,2.0,6.0,13.7,15.6,No,No,0,0,1,0,0,0,14.35,4.9,1.9,13,1.2,22.0,Dry (<=1 mm),Mild (<20),,-2.4,-1.51,-1.6,,-2.34,,0
2008-04-29,2008,4,Apr,2,Autumn,2008-04,120,8.6,18.4,0.0,3.8,10.5,,,W,SSE,24,9,54,41,1020.4,1019.8,1.0,1.0,11.7,17.8,No,No,0,0,1,0,0,0,13.5,9.8,6.1,13,-0.6,16.5,Dry (<=1 mm),Mild (<20),,-1.83,-2.95,-1.08,,-0.03,,0
2008-04-30,2008,4,Apr,2,Autumn,2008-04,121,8.4,19.6,0.0,3.6,9.8,,,W,E,15,17,68,50,1024.2,1021.3,1.0,3.0,11.6,18.1,No,No,0,0,1,0,0,0,14.0,11.2,6.5,18,-2.9,16.0,Dry (<=1 mm),Mild (<20),,-1.4,-3.04,-0.49,,0.65,Cold night,1
2008-05-01,2008,5,May,2,Autumn,2008-05,122,11.6,18.2,0.0,4.0,2.7,,,WNW,W,11,7,74,56,1019.7,1016.7,7.0,7.0,13.4,18.1,No,No,0,0,1,0,0,0,14.9,6.6,4.7,18,-3.0,9.0,Dry (<=1 mm),Mild (<20),,-1.15,-0.24,0.25,,-0.21,,0
2008-05-02,2008,5,May,2,Autumn,2008-05,123,10.8,22.2,0.0,2.4,9.1,,,W,WSW,19,17,65,44,1018.7,1015.3,1.0,3.0,14.5,21.7,No,No,0,0,1,0,0,0,16.5,11.4,7.2,21,-3.4,18.0,Dry (<=1 mm),Warm (20-30),,0.41,-0.63,-0.52,,-0.36,,0
2008-05-03,2008,5,May,2,Autumn,2008-05,124,10.9,19.6,0.0,3.4,10.5,,,W,SSE,19,11,62,52,1019.3,1016.9,1.0,1.0,14.1,18.6,No,No,0,0,1,0,0,0,15.25,8.7,4.5,10,-2.4,15.0,Dry (<=1 mm),Mild (<20),,-0.61,-0.58,-0.0,,-0.27,,0
2008-05-04,2008,5,May,2,Autumn,2008-05,125,9.4,20.3,0.0,3.6,10.3,,,W,SE,22,11,64,47,1021.1,1018.3,1.0,1.0,12.4,19.4,No,No,0,0,1,0,0,0,14.85,10.9,7.0,17,-2.8,16.5,Dry (<=1 mm),Warm (20-30),,-0.33,-1.3,-0.32,,-0.0,,0
2008-05-05,2008,5,May,2,Autumn,2008-05,126,9.4,22.3,0.0,2.0,10.0,,,W,NW,15,7,71,34,1018.7,1015.2,1.0,2.0,12.4,22.2,No,No,0,0,1,0,0,0,15.85,12.9,9.8,37,-3.5,11.0,Dry (<=1 mm),Warm (20-30),,0.45,-1.3,-1.16,,-0.36,,0
2008-05-06,2008,5,May,2,Autumn,2008-05,127,11.8,23.6,0.0,3.4,3.1,,,W,WNW,9,9,74,48,1017.1,1013.3,6.0,7.0,13.7,21.1,No,No,0,0,1,0,0,0,17.7,11.8,7.4,26,-3.8,9.0,Dry (<=1 mm),Warm (20-30),,0.95,-0.15,-0.26,,-0.61,,0
2008-05-07,2008,5,May,2,Autumn,2008-05,128,13.0,23.0,0.0,3.6,9.4,,,W,SSE,22,13,57,44,1014.3,1011.8,1.0,3.0,16.5,22.0,No,No,0,0,1,0,0,0,18.0,10.0,5.5,13,-2.5,17.5,Dry (<=1 mm),Warm (20-30),,0.72,0.43,-0.52,,-1.03,,0
2008-05-08,2008,5,May,2,Autumn,2008-05,129,11.0,21.8,0.0,3.2,10.2,,,W,S,24,15,63,45,1019.2,1017.5,1.0,1.0,14.0,20.8,No,No,0,0,1,0,0,0,16.4,10.8,6.8,18,-1.7,19.5,Dry (<=1 mm),Warm (20-30),,0.25,-0.53,-0.45,,-0.29,,0
2008-05-09,2008,5,May,2,Autumn,2008-05,130,11.0,21.9,0.0,3.2,10.1,,,W,SE,17,11,75,60,1021.4,1020.2,0.0,1.0,14.3,20.6,No,No,0,0,1,0,0,0,16.45,10.9,6.3,15,-1.2,14.0,Dry (<=1 mm),Warm (20-30),,0.29,-0.53,0.51,,0.04,,0
2008-05-10,2008,5,May,2,Autumn,2008-05,131,12.6,21.3,0.0,3.0,9.6,,,WNW,E,11,11,86,67,1022.2,1019.6,1.0,1.0,15.2,19.3,No,No,0,0,1,0,0,0,16.95,8.7,4.1,19,-2.6,11.0,Dry (<=1 mm),Warm (20-30),,0.06,0.23,0.96,,0.16,,0
2008-05-11,2008,5,May,2,Autumn,2008-05,132,14.0,19.4,0.0,1.2,2.1,,,WNW,SSE,13,15,84,67,1023.1,1021.2,7.0,7.0,16.8,18.7,No,No,0,0,1,0,0,0,16.7,5.4,1.9,17,-1.9,14.0,Dry (<=1 mm),Mild (<20),,-0.68,0.9,0.96,,0.3,,0
2008-05-12,2008,5,May,2,Autumn,2008-05,133,12.4,19.5,0.0,1.6,7.3,,,W,E,11,15,88,63,1023.5,1020.5,1.0,1.0,14.9,19.2,No,No,0,0,1,0,0,0,15.95,7.1,4.3,25,-3.0,13.0,Dry (<=1 mm),Mild (<20),,-0.64,0.14,0.7,,0.36,,0
2008-05-13,2008,5,May,2,Autumn,2008-05,134,13.2,19.7,0.0,1.8,4.2,,,W,E,11,9,88,67,1023.4,1021.7,6.0,7.0,15.0,18.1,No,No,0,0,1,0,0,0,16.45,6.5,3.1,21,-1.7,10.0,Dry (<=1 mm),Mild (<20),,-0.57,0.52,0.96,,0.35,,0
2008-05-14,2008,5,May,2,Autumn,2008-05,135,11.2,20.6,0.0,2.0,9.7,,,W,ENE,20,19,82,64,1023.8,1020.5,1.0,1.0,13.8,20.0,No,No,0,0,1,0,0,0,15.9,9.4,6.2,18,-3.3,19.5,Dry (<=1 mm),Warm (20-30),,-0.22,-0.44,0.76,,0.41,,0
2008-05-15,2008,5,May,2,Autumn,2008-05,136,12.0,21.4,0.2,3.2,8.7,,,W,E,13,9,90,60,1022.2,1017.8,1.0,1.0,13.9,21.3,No,Yes,0,1,1,0,0,0,16.7,9.4,7.4,30,-4.4,11.0,Dry (<=1 mm),Warm (20-30),,0.1,-0.05,0.51,,0.16,,0
2008-05-16,2008,5,May,2,Autumn,2008-05,137,13.8,23.2,1.2,2.2,6.4,,,WNW,NE,15,15,78,66,1017.1,1013.0,6.0,2.0,15.9,20.9,Yes,No,1,0,1,0,0,1,18.5,9.4,5.0,12,-4.1,15.0,Light (1-10),Warm (20-30),,0.8,0.81,0.89,,-0.61,,0
2008-05-17,2008,5,May,2,Autumn,2008-05,138,15.2,21.8,0.0,4.2,6.9,,,NNW,NNW,20,17,52,41,1008.4,1003.6,3.0,7.0,19.2,20.9,No,No,0,0,1,0,0,0,18.5,6.6,1.7,11,-4.8,18.5,Dry (<=1 mm),Warm (20-30),,0.25,1.48,-0.71,,-1.92,,0
2008-05-18,2008,5,May,2,Autumn,2008-05,139,8.8,17.8,0.0,4.2,9.4,,,W,W,19,31,57,36,1007.0,1006.3,1.0,1.0,11.6,17.0,No,No,0,0,1,0,0,0,13.3,9.0,5.4,21,-0.7,25.0,Dry (<=1 mm),Mild (<20),,-1.31,-1.58,-1.03,,-2.13,,0
2008-05-19,2008,5,May,2,Autumn,2008-05,140,10.7,20.5,0.0,4.4,9.9,,,W,WNW,22,7,58,36,1015.7,1013.3,1.0,0.0,12.5,20.3,No,No,0,0,1,0,0,0,15.6,9.8,7.8,22,-2.4,14.5,Dry (<=1 mm),Warm (20-30),,-0.25,-0.67,-1.03,,-0.82,,0
2008-05-20,2008,5,May,2,Autumn,2008-05,141,10.3,21.7,0.0,3.0,10.0,,,W,W,24,7,64,38,1020.1,1017.5,1.0,1.0,13.0,21.3,No,No,0,0,1,0,0,0,16.0,11.4,8.3,26,-2.6,15.5,Dry (<=1 mm),Warm (20-30),,0.21,-0.87,-0.9,,-0.15,,0
2008-05-21,2008,5,May,2,Autumn,2008-05,142,11.1,18.9,0.0,2.4,6.1,,,WNW,S,19,22,74,64,1022.4,1022.8,4.0,7.0,13.5,17.3,No,No,0,0,1,0,0,0,15.0,7.8,3.8,10,0.4,20.5,Dry (<=1 mm),Mild (<20),,-0.88,-0.48,0.76,,0.19,,0
2008-05-22,2008,5,May,2,Autumn,2008-05,143,11.9,18.7,0.0,4.0,7.5,,,SSW,SSE,20,19,63,52,1028.2,1026.2,1.0,2.0,15.1,17.4,No,No,0,0,1,0,0,0,15.3,6.8,2.3,11,-2.0,19.5,Dry (<=1 mm),Mild (<20),,-0.96,-0.1,-0.0,,1.07,,0
2008-05-23,2008,5,May,2,Autumn,2008-05,144,11.0,18.4,0.0,3.4,5.4,,,WNW,SSE,17,13,76,53,1026.9,1024.6,1.0,5.0,12.7,17.1,No,No,0,0,1,0,0,0,14.7,7.4,4.4,23,-2.3,15.0,Dry (<=1 mm),Mild (<20),,-1.07,-0.53,0.06,,0.87,,0
2008-05-24,2008,5,May,2,Autumn,2008-05,145,11.4,20.1,0.0,2.4,9.1,,,W,NW,13,2,71,39,1025.4,1022.7,1.0,1.0,13.3,19.3,No,No,0,0,1,0,0,0,15.75,8.7,6.0,32,-2.7,7.5,Dry (<=1 mm),Warm (20-30),,-0.41,-0.34,-0.84,,0.65,,0
2008-05-25,2008,5,May,2,Autumn,2008-05,146,8.8,18.3,0.0,3.6,6.5,,,W,ENE,17,11,78,58,1025.1,1022.2,4.0,3.0,11.1,16.9,No,No,0,0,1,0,0,0,13.55,9.5,5.8,20,-2.9,14.0,Dry (<=1 mm),Mild (<20),,-1.11,-1.58,0.38,,0.6,,0
2008-05-26,2008,5,May,2,Autumn,2008-05,147,10.9,21.1,0.4,0.4,9.1,,,W,ENE,20,13,81,58,1025.9,1022.6,6.0,2.0,12.9,19.5,No,No,0,0,1,0,0,0,16.0,10.2,6.6,23,-3.3,16.5,Dry (<=1 mm),Warm (20-30),,-0.02,-0.58,0.38,,0.72,,0
2008-05-27,2008,5,May,2,Autumn,2008-05,148,11.5,22.4,0.0,3.2,8.7,,,W,E,15,13,82,71,1024.6,1021.8,3.0,1.0,13.6,19.1,No,No,0,0,1,0,0,0,16.95,10.9,5.5,11,-2.8,14.0,Dry (<=1 mm),Warm (20-30),,0.49,-0.29,1.21,,0.53,,0
2008-05-28,2008,5,May,2,Autumn,2008-05,149,11.0,19.2,0.0,1.6,3.9,,,W,NE,26,2,80,74,1025.6,1023.9,3.0,6.0,12.8,18.6,No,No,0,0,1,0,0,0,15.1,8.2,5.8,6,-1.7,14.0,Dry (<=1 mm),Mild (<20),,-0.76,-0.53,1.4,,0.68,,0
2008-05-29,2008,5,May,2,Autumn,2008-05,150,11.0,18.6,1.0,1.0,4.6,,,W,S,19,4,86,76,1030.2,1029.1,3.0,2.0,12.7,17.6,No,No,0,0,1,0,0,0,14.8,7.6,4.9,10,-1.1,11.5,Dry (<=1 mm),Mild (<20),,-0.99,-0.53,1.53,,1.37,,0
2008-05-30,2008,5,May,2,Autumn,2008-05,151,10.9,21.0,0.2,1.4,5.6,,,W,E,19,7,87,58,1032.0,1028.7,1.0,2.0,12.7,19.6,No,No,0,0,1,0,0,0,15.95,10.1,6.9,29,-3.3,13.0,Dry (<=1 mm),Warm (20-30),,-0.06,-0.58,0.38,,1.64,,0
2008-05-31,2008,5,May,2,Autumn,2008-05,152,10.8,20.1,0.0,1.0,9.4,,,WNW,SSE,17,17,90,61,1028.6,1026.66,1.0,1.0,11.7,19.4,No,No,0,0,1,0,0,0,15.45,9.3,7.7,29,-1.94,17.0,Dry (<=1 mm),Warm (20-30),,-0.41,-0.63,0.57,,1.13,,0
2008-06-01,2008,6,Jun,2,Winter,2008-06,153,11.6,20.5,0.2,2.2,0.3,,,W,SE,19,17,91,74,1029.3,1027.0,7.0,7.0,14.3,18.7,No,Yes,0,1,1,0,0,0,16.05,8.9,4.4,17,-2.3,18.0,Dry (<=1 mm),Warm (20-30),,1.05,0.47,0.92,,1.0,,0
2008-06-02,2008,6,Jun,2,Winter,2008-06,154,14.3,17.6,22.0,1.8,0.1,,,W,W,9,7,97,90,1027.3,1024.8,8.0,7.0,15.3,17.1,Yes,Yes,1,1,1,0,0,1,15.95,3.3,1.8,7,-2.5,8.0,Moderate (10-25),Mild (<20),,-0.38,1.66,1.81,,0.74,,0
2008-06-03,2008,6,Jun,2,Winter,2008-06,155,15.2,19.1,4.0,0.4,0.0,,,W,E,17,22,98,90,1026.4,1024.1,8.0,8.0,15.6,16.7,Yes,Yes,1,1,1,0,0,1,17.15,3.9,1.1,8,-2.3,19.5,Light (1-10),Mild (<20),,0.36,2.06,1.81,,0.63,,0
2008-06-04,2008,6,Jun,2,Winter,2008-06,156,15.5,18.3,9.2,2.4,0.0,,,SE,ESE,19,26,87,88,1023.1,1020.5,8.0,8.0,17.5,17.2,Yes,Yes,1,1,1,0,0,1,16.9,2.8,-0.3,-1,-2.6,22.5,Light (1-10),Mild (<20),,-0.04,2.2,1.7,,0.2,,0
2008-06-05,2008,6,Jun,2,Winter,2008-06,157,15.2,16.9,46.4,2.4,0.0,,,SSW,S,24,24,82,84,1020.1,1018.6,7.0,8.0,16.0,16.6,Yes,Yes,1,1,1,0,0,1,16.05,1.7,0.6,-2,-1.5,24.0,Heavy (25-50),Mild (<20),,-0.73,2.06,1.48,,-0.19,,0
2008-06-06,2008,6,Jun,2,Winter,2008-06,158,14.7,17.4,12.4,0.4,1.8,,,WSW,SSW,15,24,81,70,1021.2,1020.3,7.0,6.0,15.1,16.6,Yes,No,1,0,1,0,0,1,16.05,2.7,1.5,11,-0.9,19.5,Moderate (10-25),Mild (<20),,-0.48,1.84,0.7,,-0.04,,0
2008-06-07,2008,6,Jun,2,Winter,2008-06,159,11.7,18.2,0.0,2.2,8.8,,,W,S,19,24,76,49,1025.0,1025.7,1.0,1.0,13.3,17.9,No,Yes,0,1,1,0,0,0,14.95,6.5,4.6,27,0.7,21.5,Dry (<=1 mm),Mild (<20),,-0.09,0.51,-0.47,,0.45,,0
2008-06-08,2008,6,Jun,2,Winter,2008-06,160,12.7,17.7,6.0,1.4,0.5,,,WNW,ESE,17,17,97,71,1032.1,1029.8,8.0,7.0,14.1,17.2,Yes,Yes,1,1,1,0,0,1,15.2,5.0,3.1,26,-2.3,17.0,Light (1-10),Mild (<20),,-0.33,0.96,0.75,,1.36,,0
2008-06-09,2008,6,Jun,2,Winter,2008-06,161,13.0,16.9,3.6,1.2,1.2,,,W,ESE,13,2,96,89,1030.9,1028.0,7.0,8.0,13.9,16.2,Yes,Yes,1,1,1,0,0,1,14.95,3.9,2.3,7,-2.9,7.5,Light (1-10),Mild (<20),,-0.73,1.09,1.76,,1.21,,0
2008-06-10,2008,6,Jun,2,Winter,2008-06,162,12.4,19.9,1.6,1.6,3.9,,,W,N,13,9,98,68,1027.5,1023.9,7.0,1.0,13.2,19.1,Yes,No,1,0,1,0,0,1,16.15,7.5,5.9,30,-3.6,11.0,Light (1-10),Mild (<20),,0.75,0.82,0.59,,0.77,,0
2008-06-11,2008,6,Jun,2,Winter,2008-06,163,13.2,19.9,0.0,1.8,0.0,,,NNW,N,6,4,74,70,1022.9,1020.6,7.0,8.0,17.3,19.6,No,Yes,0,1,1,0,0,0,16.55,6.7,2.3,4,-2.3,5.0,Dry (<=1 mm),Mild (<20),,0.75,1.18,0.7,,0.18,,0
2008-06-12,2008,6,Jun,2,Winter,2008-06,164,13.7,22.1,5.4,1.8,6.9,,,W,ENE,11,7,97,64,1022.4,1018.1,8.0,1.0,14.1,20.1,Yes,No,1,0,1,0,0,1,17.9,8.4,6.0,33,-4.3,9.0,Light (1-10),Warm (20-30),,1.83,1.4,0.36,,0.11,,0
2008-06-13,2008,6,Jun,2,Winter,2008-06,165,14.0,18.8,0.0,3.4,8.6,,,NW,WSW,20,26,67,42,1012.2,1011.5,1.0,2.0,16.6,16.7,No,No,0,0,1,0,0,0,16.4,4.8,0.1,25,-0.7,23.0,Dry (<=1 mm),Mild (<20),,0.21,1.53,-0.87,,-1.21,,0
2008-06-14,2008,6,Jun,2,Winter,2008-06,166,9.6,14.6,0.0,3.8,3.4,,,W,SW,30,24,49,52,1022.0,1022.5,5.0,7.0,11.2,14.1,No,No,0,0,1,0,0,0,12.1,5.0,2.9,-3,0.5,27.0,Dry (<=1 mm),Mild (<20),,-1.86,-0.42,-0.31,,0.06,,0
2008-06-15,2008,6,Jun,2,Winter,2008-06,167,10.6,15.3,0.0,2.8,0.1,,,SSW,SSW,24,26,75,87,1024.4,1022.8,7.0,8.0,13.7,14.5,No,Yes,0,1,1,0,0,0,12.95,4.7,0.8,-12,-1.6,25.0,Dry (<=1 mm),Mild (<20),,-1.51,0.03,1.65,,0.37,,0
2008-06-16,2008,6,Jun,2,Winter,2008-06,168,13.3,16.8,7.2,5.0,2.4,,,SSW,SSW,19,20,86,83,1024.2,1023.0,6.0,7.0,15.0,15.8,Yes,Yes,1,1,1,0,0,1,15.05,3.5,0.8,3,-1.2,19.5,Light (1-10),Mild (<20),,-0.78,1.22,1.42,,0.34,,0
2008-06-17,2008,6,Jun,2,Winter,2008-06,169,13.1,17.5,3.4,0.8,1.3,,,W,SSW,11,13,88,73,1026.7,1024.8,7.0,7.0,14.2,17.3,Yes,No,1,0,1,0,0,1,15.3,4.4,3.1,15,-1.9,12.0,Light (1-10),Mild (<20),,-0.43,1.13,0.86,,0.67,,0
2008-06-18,2008,6,Jun,2,Winter,2008-06,170,13.6,19.4,0.0,1.6,4.1,,,W,NE,13,2,90,69,1025.5,1022.1,7.0,8.0,14.8,19.2,No,No,0,0,1,0,0,0,16.5,5.8,4.4,21,-3.4,7.5,Dry (<=1 mm),Mild (<20),,0.5,1.35,0.64,,0.51,,0
2008-06-19,2008,6,Jun,2,Winter,2008-06,171,12.8,20.3,0.0,2.0,5.0,,,WNW,ESE,13,13,91,69,1020.3,1017.4,6.0,7.0,13.9,18.6,No,Yes,0,1,1,0,0,0,16.55,7.5,4.7,22,-2.9,13.0,Dry (<=1 mm),Warm (20-30),,0.95,1.0,0.64,,-0.16,,0
2008-06-20,2008,6,Jun,2,Winter,2008-06,172,13.8,17.9,3.6,0.6,0.6,,,W,W,19,19,81,60,1018.3,1016.2,7.0,7.0,14.3,17.2,Yes,Yes,1,1,1,0,0,1,15.85,4.1,2.9,21,-2.1,19.0,Light (1-10),Mild (<20),,-0.23,1.44,0.14,,-0.42,,0
2008-06-21,2008,6,Jun,2,Winter,2008-06,173,11.6,18.5,2.2,1.8,9.4,,,W,WSW,15,17,66,40,1020.7,1018.9,1.0,1.0,13.2,18.0,Yes,No,1,0,1,0,0,1,15.05,6.9,4.8,26,-1.8,16.0,Light (1-10),Mild (<20),,0.06,0.47,-0.98,,-0.11,,0
2008-06-22,2008,6,Jun,2,Winter,2008-06,174,9.7,17.3,0.0,3.4,9.3,,,W,SSW,22,22,61,54,1023.2,1024.0,1.0,3.0,11.4,16.3,No,No,0,0,1,0,0,0,13.5,7.6,4.9,7,0.8,22.0,Dry (<=1 mm),Mild (<20),,-0.53,-0.37,-0.2,,0.21,,0
2008-06-23,2008,6,Jun,2,Winter,2008-06,175,8.2,17.1,0.0,3.4,7.0,,,WNW,WSW,13,13,74,43,1023.7,1020.4,1.0,7.0,9.9,17.0,No,No,0,0,1,0,0,0,12.65,8.9,7.1,31,-3.3,13.0,Dry (<=1 mm),Mild (<20),,-0.63,-1.03,-0.81,,0.28,,0
2008-06-24,2008,6,Jun,2,Winter,2008-06,176,9.2,19.2,0.0,1.8,9.2,,,W,WNW,19,9,72,45,1027.0,1023.1,1.0,1.0,10.7,18.8,No,No,0,0,1,0,0,0,14.2,10.0,8.1,27,-3.9,14.0,Dry (<=1 mm),Mild (<20),,0.41,-0.59,-0.7,,0.71,,0
2008-06-25,2008,6,Jun,2,Winter,2008-06,177,9.9,19.6,0.0,2.8,9.8,,,W,WNW,17,6,69,43,1024.6,1020.6,1.0,0.0,11.8,19.4,No,No,0,0,1,0,0,0,14.75,9.7,7.6,26,-4.0,11.5,Dry (<=1 mm),Mild (<20),,0.6,-0.28,-0.81,,0.4,,0
2008-06-26,2008,6,Jun,2,Winter,2008-06,178,10.2,20.2,0.0,3.2,9.7,,,WNW,W,28,28,47,38,1017.0,1016.8,0.0,1.0,14.6,19.3,No,No,0,0,1,0,0,0,15.2,10.0,4.7,9,-0.2,28.0,Dry (<=1 mm),Warm (20-30),,0.9,-0.15,-1.09,,-0.59,,0
2008-06-27,2008,6,Jun,2,Winter,2008-06,179,9.5,19.4,0.0,4.4,9.3,,,W,WSW,24,15,57,32,1025.9,1023.6,0.0,0.0,10.8,18.9,No,No,0,0,1,0,0,0,14.45,9.9,8.1,25,-2.3,19.5,Dry (<=1 mm),Mild (<20),,0.5,-0.46,-1.42,,0.56,,0
2008-06-28,2008,6,Jun,2,Winter,2008-06,180,7.9,18.7,0.0,3.0,8.8,,,W,SSE,20,9,68,43,1027.6,1024.7,1.0,1.0,10.1,18.1,No,No,0,0,1,0,0,0,13.3,10.8,8.0,25,-2.9,14.5,Dry (<=1 mm),Mild (<20),,0.16,-1.17,-0.81,,0.78,,0
2008-06-29,2008,6,Jun,2,Winter,2008-06,181,7.9,21.0,0.0,0.8,9.8,,,WNW,NNW,13,6,84,42,1024.1,1018.8,2.0,1.0,9.2,20.8,No,No,0,0,1,0,0,0,14.45,13.1,11.6,42,-5.3,9.5,Dry (<=1 mm),Warm (20-30),,1.29,-1.17,-0.87,,0.33,,0
2008-06-30,2008,6,Jun,2,Winter,2008-06,182,9.2,22.1,0.0,3.2,9.8,,,NNW,NW,19,28,47,35,1017.1,1010.3,1.0,1.0,13.8,21.6,No,No,0,0,1,0,0,0,15.65,12.9,7.8,12,-6.8,23.5,Dry (<=1 mm),Warm (20-30),,1.83,-0.59,-1.26,,-0.57,,0
2008-07-01,2008,7,Jul,3,Winter,2008-07,183,10.3,19.6,0.2,3.8,9.5,,,W,W,0,41,45,34,1011.0,1008.5,0.0,1.0,13.1,19.2,No,No,0,0,1,0,0,0,14.95,9.3,6.1,11,-2.5,20.5,Dry (<=1 mm),Mild (<20),,0.67,0.64,-0.93,,-1.44,,0
2008-07-02,2008,7,Jul,3,Winter,2008-07,184,10.8,19.2,0.0,4.0,9.7,,,WNW,W,26,31,55,35,1012.5,1011.2,1.0,1.0,14.6,18.8,No,No,0,0,1,0,0,0,15.0,8.4,4.2,20,-1.3,28.5,Dry (<=1 mm),Mild (<20),,0.5,0.88,-0.87,,-1.23,,0
2008-07-03,2008,7,Jul,3,Winter,2008-07,185,9.2,17.9,0.0,3.2,9.6,,,W,WNW,17,7,63,42,1022.7,1020.8,1.0,1.0,10.7,17.4,No,Yes,0,1,1,0,0,0,13.55,8.7,6.7,21,-1.9,12.0,Dry (<=1 mm),Mild (<20),,-0.04,0.1,-0.44,,0.18,,0
2008-07-04,2008,7,Jul,3,Winter,2008-07,186,8.2,15.0,1.2,2.4,0.4,,,W,S,20,9,84,88,1029.0,1028.2,7.0,7.0,9.1,12.9,Yes,Yes,1,1,1,0,0,1,11.6,6.8,3.8,-4,-0.8,14.5,Light (1-10),Mild (<20),,-1.27,-0.39,2.36,,1.05,,0
2008-07-05,2008,7,Jul,3,Winter,2008-07,187,9.1,17.4,14.2,1.6,2.5,,,WNW,NE,11,15,78,48,1031.9,1028.9,6.0,6.0,11.3,16.8,Yes,No,1,0,1,0,0,1,13.25,8.3,5.5,30,-3.0,13.0,Moderate (10-25),Mild (<20),,-0.26,0.05,-0.08,,1.46,,0
